Gene	1. Germline Cluster 1
CG7922	0.032258064516129
CG7956	0.032258064516129
InR	0.629032258064516
E2f1	0.790322580645161
CG31176	0.0161290322580645
CG31343	0.0161290322580645
CG31233	0.0161290322580645
RpI12	0.274193548387097
tsl	0.032258064516129
CASK	0.112903225806452
glec	0.467741935483871
lsn	0.225806451612903
CG31174	0.0161290322580645
CG31431	0.0161290322580645
CG34148	0.0967741935483871
dnd	0.0161290322580645
CG6678	0.0161290322580645
Eip93F	0.17741935483871
Mitofilin	0.516129032258065
mRpL35	0.806451612903226
CG6028	0.435483870967742
Cchl	0.935483870967742
ND-42	0.919354838709677
pit	0.32258064516129
how	0.161290322580645
SKIP	0.129032258064516
Gld2	0.032258064516129
Sar1	0.774193548387097
PSR	0.370967741935484
CG5382	0.241935483870968
CG5380	0.258064516129032
PyK	1.03225806451613
CG7069	0.032258064516129
CG18596	0.0806451612903226
CG34149	0.0806451612903226
CG43343	0.032258064516129
CG13850	0.258064516129032
lqfR	0.0967741935483871
Nop56	2.46774193548387
mats	0.258064516129032
pinta	0.112903225806452
CG12499	0.17741935483871
CG34376	0.0483870967741935
Rpn7	0.629032258064516
AP-2mu	0.032258064516129
CG7054	0.209677419354839
CG5377	0.032258064516129
CG7048	1.59677419354839
CG5376	0.0161290322580645
CG5346	0.112903225806452
CG5326	0.129032258064516
AdipoR	0.338709677419355
bond	0.0967741935483871
CSN6	0.306451612903226
Dph5	1.48387096774194
CG33107	0.129032258064516
CG6937	0.725806451612903
Efa6	0.0645161290322581
CG31156	0.0483870967741935
mRpL45	0.435483870967742
loco	0.0645161290322581
Gclm	0.32258064516129
CG17625	0.032258064516129
wfs1	0.129032258064516
Nup133	0.209677419354839
wge	0.209677419354839
Irp-1A	0.193548387096774
CG4813	0.0806451612903226
Takl2	0.0483870967741935
Dcr-1	0.0645161290322581
CG6985	0.0483870967741935
vret	0.0806451612903226
HP1c	0.274193548387097
CG17141	0.112903225806452
rumi	0.17741935483871
Usp12-46	0.0483870967741935
CG7029	0.193548387096774
CG13840	0.0161290322580645
CG17121	0.0483870967741935
p53	0.112903225806452
Gr94a	0.0161290322580645
CG17119	0.0806451612903226
sav	0.0161290322580645
Ublcp1	0.419354838709677
Rassf	0.112903225806452
CenB1A	0.129032258064516
CG31365	0.145161290322581
CG31457	0.129032258064516
unk	0.112903225806452
cnc	0.467741935483871
CG4467	0.0161290322580645
CG4449	0.145161290322581
EloA	0.0806451612903226
wda	0.0483870967741935
CG13827	0.129032258064516
orb	0.258064516129032
Cdc16	0.0645161290322581
pnt	0.161290322580645
ATPsynCF6	3.53225806451613
Sec13	0.870967741935484
RpS3	40.3225806451613
CG10184	0.032258064516129
CG31145	0.129032258064516
GILT3	0.0645161290322581
GILT2	0.145161290322581
CG10254	0.258064516129032
CG10365	0.0967741935483871
Rpn9	0.790322580645161
RanBP3	0.0806451612903226
Rpt5	0.370967741935484
Hrd3	0.129032258064516
SdhD	0.435483870967742
CG10217	0.0483870967741935
Lsd-1	0.0161290322580645
CG10214	0.225806451612903
CG10375	0.274193548387097
tst	0.032258064516129
CG10208	0.0645161290322581
Nup98-96	0.274193548387097
mbc	0.0967741935483871
CG33111	0.0483870967741935
CG34355	0.0806451612903226
eIF4G2	0.580645161290323
Pli	0.129032258064516
TfIIA-S	2.58064516129032
sba	0.129032258064516
Ndc1	0.0806451612903226
CG13601	0.258064516129032
CG31142	0.112903225806452
Rpt2	0.5
CG13599	0.145161290322581
RpS19b	1.95161290322581
CG5854	0.258064516129032
Gdh	0.693548387096774
AP-1sigma	0.387096774193548
CG31140	0.0161290322580645
CG13603	0.274193548387097
CG5902	0.225806451612903
CG13604	0.032258064516129
Rab7	0.516129032258065
CG33108	0.112903225806452
LSm3	0.403225806451613
KrT95D	0.258064516129032
Ime4	0.193548387096774
Miro	0.0967741935483871
spas	0.17741935483871
Rox8	0.5
CG5986	0.564516129032258
Atg6	0.0967741935483871
CG5991	0.17741935483871
Hsp68	1.01612903225806
SMC1	0.274193548387097
Syx1A	0.790322580645161
CG18428	0.0806451612903226
CG13605	0.145161290322581
CG5463	0.0967741935483871
Tsc1	0.112903225806452
Sec10	0.0806451612903226
Npc2f	0.0161290322580645
Kal1	0.0483870967741935
Slimp	0.032258064516129
p38a	0.161290322580645
CG6178	0.0967741935483871
Myo95E	0.032258064516129
CG6182	0.0483870967741935
mRpS24	0.532258064516129
Apc2	0.0161290322580645
CG5510	0.145161290322581
CHORD	0.193548387096774
CG5515	0.82258064516129
jnj	0.032258064516129
CG6204	0.0483870967741935
twin	0.112903225806452
CG17786	0.0645161290322581
cav	0.225806451612903
Spps	0.032258064516129
CG13609	0.0161290322580645
Spase22-23	0.854838709677419
mask	0.564516129032258
CG5706	0.370967741935484
jar	0.0806451612903226
Orct2	0.0483870967741935
CG6364	0.338709677419355
crb	0.241935483870968
Nab2	0.0967741935483871
BRWD3	0.17741935483871
CG5728	0.145161290322581
Dis3	0.274193548387097
CG5746	0.32258064516129
CG6454	0.0645161290322581
Golgin84	0.0806451612903226
CG18528	0.0483870967741935
CG13617	0.0161290322580645
CG6607	0.225806451612903
CG13623	0.129032258064516
ana1	0.0806451612903226
CG5789	0.129032258064516
Esyt2	0.0645161290322581
CG13625	0.032258064516129
mld	0.290322580645161
Syx18	0.225806451612903
atl	0.225806451612903
Wsck	0.129032258064516
puf	0.290322580645161
ash2	0.17741935483871
CG31125	0.0645161290322581
CG6695	0.258064516129032
CG31126	0.548387096774194
Ppox	0.145161290322581
Rpb10	0.693548387096774
CG13630	0.387096774193548
asp	0.145161290322581
CG13631	0.0967741935483871
CG5805	0.032258064516129
Ude	0.0161290322580645
polybromo	0.0806451612903226
CG34150	0.467741935483871
CG5808	0.112903225806452
Saf-B	0.419354838709677
RabX4	0.0161290322580645
CG31357	0.0645161290322581
CG43273	0.0806451612903226
sosie	0.0161290322580645
Esp	0.0161290322580645
CG7006	0.596774193548387
CycB3	0.17741935483871
CG3744	0.161290322580645
CG11089	0.645161290322581
CG31381	0.161290322580645
CG31121	0.0483870967741935
CG11069	0.032258064516129
CG13643	0.0161290322580645
CG11168	0.0483870967741935
Mink	0.290322580645161
Trf4-2	0.0806451612903226
CG11771	0.161290322580645
Osbp	0.0645161290322581
ssh	0.0806451612903226
Nmnat	0.0645161290322581
tnc	0.032258064516129
beta4GalT7	0.161290322580645
CG11781	0.258064516129032
Smg6	0.0645161290322581
CG6422	0.145161290322581
bai	1.37096774193548
5PtaseI	0.032258064516129
CG11790	0.935483870967742
CG11791	0.516129032258065
CG31109	0.145161290322581
CG31111	0.0483870967741935
veli	0.338709677419355
PQBP1	0.129032258064516
CG11839	0.0806451612903226
CG11836	0.129032258064516
CG11920	0.129032258064516
CG33096	0.0161290322580645
CG31108	0.032258064516129
CG31510	0.0645161290322581
vig2	4.16129032258065
Clbn	0.112903225806452
CG13663	0.112903225806452
CG11851	0.032258064516129
CG10420	0.032258064516129
bam	0.145161290322581
RpS27	36.0322580645161
Nup37	0.112903225806452
Nup358	0.838709677419355
CG11857	0.129032258064516
CG10425	0.193548387096774
CG11858	0.274193548387097
RIOK2	0.145161290322581
CG11892	0.032258064516129
CG31098	0.0483870967741935
CG31288	0.0161290322580645
CG31370	0.0161290322580645
CHKov1	0.0161290322580645
CHKov2	0.0161290322580645
CG10669	0.0161290322580645
tobi	0.0161290322580645
Fur1	0.209677419354839
Vps33B	0.0645161290322581
CG4553	0.0806451612903226
MED28	0.241935483870968
XNP	0.193548387096774
CG5116	0.0161290322580645
Dhap-at	0.032258064516129
CG5112	0.290322580645161
CG33494	0.0806451612903226
msi	0.403225806451613
Npl4	0.225806451612903
CG5079	0.0161290322580645
Ssadh	0.241935483870968
jigr1	0.612903225806452
Tnks	0.0645161290322581
RASSF8	0.0967741935483871
CG4730	0.0645161290322581
CG5039	0.209677419354839
CG4743	0.0645161290322581
CG5028	0.370967741935484
RpL27	48.6612903225806
CLS	0.209677419354839
LpR2	0.193548387096774
LpR1	0.032258064516129
CG14545	0.338709677419355
CG5886	0.145161290322581
Tsp96F	0.032258064516129
SppL	0.145161290322581
Lnk	0.112903225806452
CG5913	0.0806451612903226
Nf1	0.145161290322581
CG43116	0.0161290322580645
gro	0.645161290322581
Exo84	0.0483870967741935
Vps2	0.225806451612903
Dak1	0.645161290322581
Sld5	0.258064516129032
CG14543	0.387096774193548
RpL34a	8.74193548387097
CG14544	0.112903225806452
CG31324	0.32258064516129
CG6073	0.0483870967741935
CG12290	0.0806451612903226
Ald	0.983870967741935
CG33970	0.0483870967741935
CG5447	0.161290322580645
CG5455	0.0483870967741935
plum	0.693548387096774
scrib	0.290322580645161
CG6425	0.032258064516129
CG5484	0.258064516129032
CG6420	0.0483870967741935
Tl	0.0161290322580645
Lerp	0.032258064516129
IntS12	0.161290322580645
ball	0.451612903225806
His2Av	4.2741935483871
Rb97D	0.161290322580645
CG5500	0.161290322580645
T48	0.0161290322580645
Ets97D	0.112903225806452
CG14252	0.0806451612903226
CG6330	0.0806451612903226
Tsp97E	0.17741935483871
CG5521	0.161290322580645
CG31075	0.0967741935483871
CG31076	0.0161290322580645
spz	0.112903225806452
gb	0.161290322580645
CG5815	0.0483870967741935
CG6066	0.32258064516129
CG5880	0.0645161290322581
CG6051	0.193548387096774
Men-b	0.32258064516129
grass	0.032258064516129
CG34293	0.145161290322581
spn-D	0.0483870967741935
CG42813	0.758064516129032
CG31064	0.032258064516129
CG5923	0.0645161290322581
CG18766	0.0967741935483871
CG5987	0.0161290322580645
TfIIA-L	0.274193548387097
pll	0.129032258064516
woc	0.387096774193548
CG14260	0.0161290322580645
l(3)mbt	0.225806451612903
CG5934	0.258064516129032
CG5938	0.112903225806452
mrt	0.0161290322580645
CG3368	0.258064516129032
bigmax	0.419354838709677
Hmu	0.338709677419355
CG3348	0.0483870967741935
side	0.032258064516129
CG5402	0.0161290322580645
Klp98A	0.161290322580645
wdb	0.5
pins	0.0483870967741935
CG5639	0.0161290322580645
dsd	0.129032258064516
Tusp	0.032258064516129
CG5612	0.0161290322580645
CG5611	0.0645161290322581
Mtl	0.032258064516129
RpS10a	0.564516129032258
Mlc1	0.0645161290322581
CG5590	0.403225806451613
CG12883	0.129032258064516
Sce	0.0967741935483871
CG43320	0.032258064516129
ALiX	0.225806451612903
btz	0.0645161290322581
CG12428	0.0483870967741935
CG12877	0.258064516129032
CG34353	0.0161290322580645
mil	0.0161290322580645
CG5003	0.145161290322581
mRpS22	0.419354838709677
CG33213	0.032258064516129
CG12259	0.0967741935483871
BCAS2	0.306451612903226
RpL4	21.6129032258065
mino	0.161290322580645
CG31053	0.032258064516129
CG5514	0.145161290322581
mfrn	0.129032258064516
Gp93	0.451612903225806
CG4951	0.241935483870968
CG4849	0.129032258064516
larp	0.758064516129032
Gfat2	0.129032258064516
Moca-cyp	0.112903225806452
CG1894	0.145161290322581
Dhc98D	0.032258064516129
CG31051	0.032258064516129
Ppn	0.0161290322580645
CG12413	0.0645161290322581
Noa36	0.161290322580645
Hrb98DE	1.12903225806452
CG9986	0.129032258064516
CG10011	0.0806451612903226
CG9990	0.0161290322580645
htt	0.0161290322580645
wdn	0.129032258064516
CG1646	0.258064516129032
CG1523	0.145161290322581
CG1647	0.0483870967741935
WASp	0.0645161290322581
Apc	0.0967741935483871
Inx3	0.193548387096774
Doa	0.258064516129032
CG1951	0.0483870967741935
CG14517	0.209677419354839
Cpsf100	0.161290322580645
Slu7	0.0645161290322581
Pkc98E	0.112903225806452
CG11837	0.193548387096774
CG11842	0.032258064516129
CG11843	0.0161290322580645
Sirt7	0.0483870967741935
Cul5	0.0161290322580645
CG11873	0.17741935483871
CG11874	0.032258064516129
CG11876	0.774193548387097
Atg14	0.129032258064516
yem	0.0806451612903226
Vha100-1	0.129032258064516
CG14512	0.0645161290322581
CG14516	0.129032258064516
CG14511	0.0161290322580645
CG11882	0.032258064516129
Pglym78	0.790322580645161
Slbp	0.596774193548387
Rpn2	0.564516129032258
CG11897	0.209677419354839
CG11899	0.596774193548387
Cyt-c1L	0.193548387096774
Cisd2	1.04838709677419
Brd8	0.145161290322581
Usp1	0.129032258064516
SP1029	0.032258064516129
stg	0.967741935483871
Cnx99A	0.806451612903226
Ptp99A	0.0967741935483871
CG2321	0.0483870967741935
CG2006	0.145161290322581
Spase12	0.806451612903226
CG2310	0.564516129032258
Trc8	0.0967741935483871
alph	0.564516129032258
CG1907	0.145161290322581
Obp99a	0.82258064516129
Bub3	0.451612903225806
Cap-D2	0.161290322580645
CG7582	0.0161290322580645
Pcd	0.548387096774194
CG18731	0.209677419354839
Kul	0.0161290322580645
CG7601	0.112903225806452
CIA30	0.193548387096774
CG1969	0.032258064516129
CG7609	0.112903225806452
IntS11	0.17741935483871
CG7610	3.69354838709677
yata	0.0161290322580645
kay	0.112903225806452
sro	0.290322580645161
CG7837	0.0645161290322581
Drice	0.0161290322580645
CG7834	0.709677419354839
CG7789	0.161290322580645
ncd	0.241935483870968
ca	0.032258064516129
Vps16B	0.032258064516129
Atg16	0.0161290322580645
Cad99C	0.0483870967741935
dgt1	0.145161290322581
CG7824	0.17741935483871
CG15514	0.209677419354839
RpS8	57.7741935483871
Zip99C	0.17741935483871
CG34133	0.0806451612903226
CG31038	0.0806451612903226
CG31036	0.0161290322580645
Cog7	0.032258064516129
CG15523	0.0483870967741935
Acph-1	0.0645161290322581
CG7903	0.161290322580645
Sas-6	0.0645161290322581
CG15525	0.274193548387097
CG11504	0.161290322580645
CG7911	4.24193548387097
Nlp	6.29032258064516
CG7920	0.435483870967742
Mgat2	0.032258064516129
Axn	0.0483870967741935
CG7928	0.0161290322580645
janA	1.30645161290323
Sry-delta	0.0806451612903226
RpL32	65.6774193548387
CG7943	0.129032258064516
CG15528	0.0161290322580645
CG7946	0.467741935483871
spn-A	0.17741935483871
sima	0.193548387096774
Tpi	0.935483870967742
CG15529	0.145161290322581
Mlc2	0.145161290322581
CG1983	0.145161290322581
Bet5	0.129032258064516
CG9747	0.225806451612903
CG15531	0.0161290322580645
RpS7	37.5322580645161
CecA2	0.0161290322580645
hdc	1.01612903225806
Fer1HCH	2.7741935483871
Fer2LCH	2.06451612903226
CG15535	0.32258064516129
mRpS18C	0.225806451612903
CG15536	0.145161290322581
CG2218	0.290322580645161
aralar1	0.0806451612903226
CG2224	0.0483870967741935
CDase	0.0161290322580645
jdp	0.0161290322580645
tmod	0.193548387096774
Rpt6R	0.0161290322580645
CG2246	0.370967741935484
PH4alphaPV	0.0161290322580645
Pka-C2	0.0161290322580645
zfh1	0.0967741935483871
wts	0.209677419354839
dj-1beta	0.919354838709677
cindr	0.806451612903226
CG12071	0.0483870967741935
CG15547	0.0161290322580645
Sap-r	0.887096774193548
dco	0.548387096774194
Zwilch	0.0161290322580645
CG1542	0.612903225806452
CG15561	0.419354838709677
ATPsynC	18.8225806451613
CG12054	0.564516129032258
qless	0.161290322580645
mRpL32	0.387096774193548
CG1750	0.032258064516129
spn-F	0.0967741935483871
CG34347	0.0161290322580645
Gcn2	0.0483870967741935
CG11337	0.032258064516129
Gprk2	0.5
CG11334	0.274193548387097
gammaCOP	0.17741935483871
pygo	0.129032258064516
rod	0.0967741935483871
CG1635	0.0645161290322581
CG1774	0.032258064516129
RpL6	34.2903225806452
CycG	2.69354838709677
Med	0.274193548387097
CG11539	0.032258064516129
CG1792	0.0967741935483871
pasha	0.0483870967741935
CG1815	0.112903225806452
ttk	0.354838709677419
CG11563	0.370967741935484
CG1890	0.483870967741935
CG1896	0.274193548387097
awd	28.3064516129032
nero	0.354838709677419
CG1910	0.935483870967742
CG2187	0.0161290322580645
CG2150	0.0161290322580645
sip3	0.0967741935483871
CG2126	0.0806451612903226
faf	0.0806451612903226
CG2118	0.225806451612903
Ir100a	0.0161290322580645
CG1971	0.0161290322580645
FeCH	0.225806451612903
RhoGAP100F	0.0645161290322581
heph	0.274193548387097
CG2003	0.032258064516129
krz	0.0967741935483871
mod	1.66129032258065
Map205	0.145161290322581
mthl8	0.032258064516129
CG13405	0.0161290322580645
Pdk1	0.17741935483871
CG6845	0.161290322580645
p130CAS	0.145161290322581
CG7049	0.0483870967741935
Mtch	0.725806451612903
rno	0.129032258064516
mri	0.161290322580645
NitFhit	0.112903225806452
CG13876	0.0161290322580645
CG7028	0.0483870967741935
thoc7	0.451612903225806
CG16940	0.129032258064516
CG33229	0.306451612903226
E(bx)	0.290322580645161
DIP2	0.0483870967741935
wac	0.516129032258065
Tudor-SN	0.645161290322581
mRpL17	0.290322580645161
miple2	0.580645161290323
RhoGEF3	0.0645161290322581
fwd	0.274193548387097
CG32344	0.306451612903226
Atac3	0.112903225806452
Ptpmeg	0.0967741935483871
mthl9	0.0161290322580645
mthl10	0.0483870967741935
mth	0.0161290322580645
Cdc5	0.112903225806452
CG1233	0.032258064516129
klar	1.33870967741935
CG17180	0.0806451612903226
Cypl	0.161290322580645
MED14	0.161290322580645
Gale	0.274193548387097
CG3402	0.129032258064516
MED30	0.209677419354839
Rev1	0.032258064516129
CG17129	0.0161290322580645
CG3386	0.0967741935483871
ebd1	0.112903225806452
CG32483	0.0161290322580645
RabX6	0.0161290322580645
CG13894	0.032258064516129
CG13895	0.17741935483871
CG3217	0.0645161290322581
CG13896	0.032258064516129
hng3	0.0967741935483871
emc	0.467741935483871
CG13900	0.0161290322580645
CG42553	0.0161290322580645
CG42554	0.161290322580645
CG13901	0.596774193548387
CG13887	0.403225806451613
CG13902	0.0806451612903226
Gr61a	0.0161290322580645
CG13890	0.0806451612903226
Usp10	0.532258064516129
CG13907	0.161290322580645
CG34057	0.0161290322580645
Glut1	0.0483870967741935
CG12038	0.0161290322580645
trio	0.0967741935483871
CG9205	0.612903225806452
bab2	0.0161290322580645
CG13912	0.0161290322580645
CG9119	0.032258064516129
Klp61F	0.225806451612903
Psf1	0.0967741935483871
Sac1	0.193548387096774
CG9129	0.0161290322580645
Rabex-5	0.0806451612903226
scf	0.806451612903226
Rac1	0.806451612903226
CG9149	0.241935483870968
CG2277	0.17741935483871
CG2469	0.435483870967742
CG9186	0.435483870967742
CG9153	0.112903225806452
Myo61F	0.17741935483871
ND-ACP	2.16129032258065
msd1	0.387096774193548
msd5	0.209677419354839
CG2211	0.129032258064516
l(3)02640	0.387096774193548
CG2199	0.451612903225806
Ptp61F	0.403225806451613
312	0.0967741935483871
rho	0.0483870967741935
stet	0.258064516129032
CG12084	0.0645161290322581
Psa	0.225806451612903
cue	0.241935483870968
CG12090	0.0645161290322581
CG12091	0.354838709677419
CG32313	0.032258064516129
CG12099	0.290322580645161
Pex10	0.0967741935483871
CG7879	0.161290322580645
CG12004	0.274193548387097
CG13917	0.451612903225806
CG12104	0.0967741935483871
CG13926	0.32258064516129
CG33230	0.0806451612903226
ABCB7	0.0645161290322581
metl	0.306451612903226
Bgb	0.145161290322581
alphaCOP	0.17741935483871
CG13919	0.0967741935483871
CG17249	0.0806451612903226
CG7967	0.17741935483871
CG7970	0.516129032258065
CG7971	0.596774193548387
CG7974	0.0806451612903226
RpL23A	31.9354838709677
drpr	0.193548387096774
Oseg4	0.032258064516129
Cht2	0.161290322580645
CG8001	0.161290322580645
CG12018	0.145161290322581
CG2021	0.387096774193548
mRpL46	0.338709677419355
alpha-Spec	0.451612903225806
dlt	0.0161290322580645
Cdc37	0.580645161290323
CG12020	0.0161290322580645
Patj	0.032258064516129
JTBR	0.193548387096774
CG42676	0.161290322580645
CNMa	0.0161290322580645
CG12024	0.032258064516129
HBS1	0.209677419354839
CG12025	0.225806451612903
dre4	0.564516129032258
Aprt	0.112903225806452
Tmhs	0.241935483870968
Dbx	0.0161290322580645
Mfap1	0.193548387096774
mu2	0.0806451612903226
Cnb	0.129032258064516
mv	0.032258064516129
SCOT	0.112903225806452
CG1927	0.387096774193548
CG34259	0.032258064516129
sls	0.0483870967741935
CG15822	0.161290322580645
CG15879	0.0161290322580645
CG5704	0.0161290322580645
CG15820	0.0806451612903226
CG8960	0.0161290322580645
CG9018	0.17741935483871
ACXD	0.032258064516129
CG1275	0.0806451612903226
CG2034	0.467741935483871
oxt	0.0483870967741935
CG13807	0.241935483870968
ecd	0.129032258064516
yellow-g	0.241935483870968
yellow-g2	0.32258064516129
MsR1	0.0161290322580645
CG1317	0.112903225806452
CG8993	0.806451612903226
mRpL23	0.596774193548387
CG9004	0.0967741935483871
CG15877	0.290322580645161
CG1146	0.0967741935483871
CG16758	0.0161290322580645
Spn	0.5
msn	0.258064516129032
RpL8	45.6129032258064
dos	0.0806451612903226
CG16985	0.483870967741935
CG16986	0.129032258064516
MEP-1	0.0806451612903226
CG1246	0.0161290322580645
Mrtf	0.0806451612903226
Non2	0.935483870967742
CG9977	0.209677419354839
CG12093	0.32258064516129
Atg2	0.032258064516129
mRpS35	0.338709677419355
pgant6	0.0483870967741935
Tet	0.161290322580645
CG2162	0.0645161290322581
Jafrac2	0.354838709677419
scramb2	0.193548387096774
Sk2	0.0967741935483871
CG32485	0.112903225806452
CG1271	0.0645161290322581
CG16753	0.209677419354839
CG32486	0.403225806451613
CG11486	0.774193548387097
CG7740	0.129032258064516
CG11537	0.112903225806452
CG1291	0.129032258064516
Usp5	0.193548387096774
BtbVII	0.112903225806452
ND-30	0.951612903225806
rasp	0.0967741935483871
Asciz	0.0806451612903226
CG32280	0.0806451612903226
CG32278	0.483870967741935
CG32281	0.0483870967741935
CG14964	0.0483870967741935
Girdin	0.0967741935483871
CG14965	0.0645161290322581
Hsp83	9.08064516129032
CG14966	0.419354838709677
CG32276	1.75806451612903
gry	0.0967741935483871
CG14967	0.0645161290322581
CG12034	0.112903225806452
RpL28	64.6935483870968
CG11505	0.387096774193548
CG17746	0.145161290322581
ckd	0.0161290322580645
CG12009	0.0161290322580645
ZnT63C	0.129032258064516
PIG-C	0.032258064516129
Strip	0.129032258064516
PHGPx	0.516129032258065
CG14969	0.0645161290322581
kst	0.274193548387097
Drs	0.0161290322580645
YT521-B	0.241935483870968
CG12010	0.032258064516129
CG12012	0.0645161290322581
sty	0.387096774193548
eIF5B	0.806451612903226
armi	0.419354838709677
CycJ	0.241935483870968
CG14971	0.0161290322580645
CG32267	1.24193548387097
Eip63E	0.451612903225806
CG32264	0.435483870967742
IntS10	0.0645161290322581
CG32262	0.0483870967741935
CG12006	0.145161290322581
Scsalpha	1.38709677419355
enc	0.661290322580645
Rdh	0.0161290322580645
CG14977	0.258064516129032
Ccz1	0.145161290322581
Ubi-p63E	0.806451612903226
Sc2	0.419354838709677
ida	0.0806451612903226
mge	0.467741935483871
Eip63F-1	0.0161290322580645
CG10866	0.032258064516129
CG10863	0.0806451612903226
CG12605	0.032258064516129
CG14985	0.225806451612903
Mul1	0.0645161290322581
CG11593	0.0645161290322581
Rcd5	0.548387096774194
CG1136	0.032258064516129
CG18869	0.0161290322580645
dib	0.0161290322580645
wit	0.032258064516129
Faa	0.0161290322580645
CG14995	0.032258064516129
Fit1	0.193548387096774
Ack	0.032258064516129
Chd64	1
ens	0.258064516129032
RfC4	0.725806451612903
Rop	0.032258064516129
Ras64B	0.032258064516129
Ero1L	0.112903225806452
Teh2	0.0483870967741935
VhaM9.7-c	0.129032258064516
CG43367	0.0161290322580645
ImpL2	1.7741935483871
CG14997	0.0806451612903226
pav	0.435483870967742
ago	0.145161290322581
CG1265	0.32258064516129
CG15011	0.0483870967741935
CG1309	0.0483870967741935
CG11586	0.338709677419355
CG11583	0.483870967741935
CG1316	0.17741935483871
TfIIEbeta	0.209677419354839
Hexo1	0.0806451612903226
CG15012	0.758064516129032
Claspin	0.193548387096774
PMP34	0.0645161290322581
CG15014	0.0645161290322581
Cip4	0.354838709677419
mRpS6	0.725806451612903
CG33514	0.032258064516129
slow	0.032258064516129
Syx17	0.0483870967741935
CG15019	1.19354838709677
DOR	0.403225806451613
CG32243	0.112903225806452
CG11357	0.032258064516129
Src64B	0.354838709677419
RhoGEF64C	0.274193548387097
CG12493	0.0483870967741935
Dhc64C	0.161290322580645
Con	0.0483870967741935
CG4603	0.145161290322581
CG10674	0.774193548387097
CG4611	0.0645161290322581
Prpk	0.483870967741935
CHMP2B	0.112903225806452
CG10672	0.209677419354839
CG4623	0.0161290322580645
Gen	0.0806451612903226
Srp54k	0.338709677419355
shep	0.887096774193548
lama	0.032258064516129
Klp64D	0.0161290322580645
Cyt-c1	1.51612903225806
Uev1A	1.06451612903226
Membrin	0.112903225806452
blanks	0.112903225806452
sinu	0.0483870967741935
Sucb	0.419354838709677
Sras	0.0483870967741935
bc10	0.112903225806452
Msr-110	0.0161290322580645
l(3)psg2	0.193548387096774
spo	0.0161290322580645
CG10590	0.241935483870968
Eaf6	0.112903225806452
Sse	0.0483870967741935
DnaJ-1	0.596774193548387
Usp47	0.274193548387097
CG10576	1.74193548387097
Txl	0.548387096774194
Ppat-Dpck	0.112903225806452
scny	0.338709677419355
vito	0.258064516129032
Myt1	0.0645161290322581
Cralbp	0.0161290322580645
Bre1	0.209677419354839
S6k	0.483870967741935
mad2	0.451612903225806
vn	0.0161290322580645
CG32409	0.67741935483871
QC	0.0967741935483871
CG32407	0.0161290322580645
Rcc1	0.580645161290323
CG10479	0.0645161290322581
CG10472	0.0161290322580645
CG13295	0.0645161290322581
CG6610	0.532258064516129
ssp6	0.0161290322580645
CG10469	0.0161290322580645
CG10467	0.0483870967741935
loj	0.483870967741935
CG10289	0.225806451612903
CG7376	0.032258064516129
CG10274	0.0806451612903226
D19B	0.032258064516129
D19A	0.129032258064516
CG7386	0.0483870967741935
CG13298	1.30645161290323
LanA	0.516129032258065
CG13299	1.16129032258065
Mdr65	0.0161290322580645
Best2	0.161290322580645
CG10163	0.0483870967741935
ImpL3	0.0806451612903226
CG13300	0.0161290322580645
CG42747	0.0161290322580645
CG10147	0.0161290322580645
CG8270	0.032258064516129
sfl	0.032258064516129
jv	0.0161290322580645
ndl	0.112903225806452
CG8368	0.0645161290322581
zpg	0.983870967741935
dikar	0.290322580645161
velo	0.290322580645161
CG8549	0.274193548387097
CG10103	0.17741935483871
CG10077	0.483870967741935
CG9948	0.193548387096774
CG10075	0.274193548387097
Surf1	0.0806451612903226
sgl	0.17741935483871
Mis12	0.161290322580645
CG9953	1.45161290322581
CG10063	0.032258064516129
Galphai	0.709677419354839
bin	0.0161290322580645
Mp	0.209677419354839
form3	0.0806451612903226
msl-3	0.0645161290322581
Dbi	0.0483870967741935
melt	0.145161290322581
corn	0.306451612903226
CG8620	0.032258064516129
BHD	0.0645161290322581
RpL18	58.1774193548387
Neos	0.290322580645161
mRpL50	0.17741935483871
mei-P22	0.0161290322580645
Cdc27	0.17741935483871
MED4	0.225806451612903
CG8607	0.0645161290322581
RhoGEF4	0.290322580645161
Rint1	0.0645161290322581
CG8602	0.419354838709677
CG42307	0.032258064516129
eco	0.129032258064516
lark	0.951612903225806
CG14834	0.17741935483871
Srp19	0.919354838709677
qm	0.032258064516129
CTCF	0.0806451612903226
pst	0.483870967741935
Sec63	0.451612903225806
Sh3beta	0.5
akirin	2.74193548387097
SMSr	0.0967741935483871
smid	0.467741935483871
Rac2	0.274193548387097
CG7546	0.129032258064516
ltl	0.0161290322580645
lqf	0.193548387096774
CG7506	0.112903225806452
CG32373	0.0161290322580645
CG7492	0.112903225806452
CG12262	0.435483870967742
CG7457	0.0483870967741935
Clk	0.0645161290322581
CG32369	0.370967741935484
Pdp1	1.2258064516129
CG32365	0.370967741935484
pbl	0.258064516129032
CG8281	0.0806451612903226
CG8111	0.370967741935484
CG32368	0.0806451612903226
syd	0.0483870967741935
Srp9	0.758064516129032
RNaseX25	0.129032258064516
CG8042	0.17741935483871
HP4	0.806451612903226
CG8209	0.5
CG8038	0.193548387096774
nmo	1.62903225806452
bip1	0.241935483870968
Ect4	0.467741935483871
CG7565	0.0483870967741935
CG7927	0.209677419354839
